	One_digit_id	Chain_pdbff	Number_of_residues	UA_Active_site	UA_Binding_site	UA_Cross-link	UA_DNA_binding	UA_Glycosylation	UA_Intramembrane	UA_Lipidation	UA_Natural_variant	UA_Repeat	UA_Site	UA_Transmembrane	UA_Zinc_finger	Helices[G,H,I]	HelicesPercent[G,H,I]	Strands[E,B]	StrandsPercent[E,B]	Loops[E,B]	LoopsPercent[E,B]	pH_pHcrystal	⟨Z⟩_Complex_pH7	⟨Z⟩_Monomer_pH7	⟨Z⟩_Complex_pHcrystal	⟨Z⟩_Monomer_pHcrystal	⟨Z²⟩-⟨Z⟩²_Complex_pH7	⟨Z²⟩-⟨Z⟩²_Monomer_pH7	⟨Z²⟩-⟨Z⟩²_Complex_pHcrystal	⟨Z²⟩-⟨Z⟩²_Monomer_pHcrystal	⟨μ⟩_Complex_pH7	⟨μ⟩_Monomer_pH7	⟨μ⟩_Complex_pHcrystal	⟨μ⟩_Monomer_pHcrystal	⟨μ²⟩-⟨μ⟩²_Complex_pH7	⟨μ²⟩-⟨μ⟩²_Monomer_pH7	⟨μ²⟩-⟨μ⟩²_Complex_pHcrystal	⟨μ²⟩-⟨μ⟩²_Monomer_pHcrystal	SASA_Complex	SASA_Monomer	SASA_interface	Number_of_glycans	Number_of_modelled_residues
3026	6dde_0	A	560	0	16	0	0	0	0	0	30	295	0	0	0	107	0.19	176	0.31	155	0.28	7.5	-6.95	-7.52	-9.4	-9.4	4.01	2.76	2.65	1.88	430.77	312.36	451.64	316.86	1821.73	994.0	1374.34	802.28	25902.5	26971.4	1068.9	0	7
3027	6dde_0	B	232	0	0	0	0	0	0	0	0	0	0	0	0	6	0.03	111	0.48	55	0.24	7.5	-6.95	0.42	-9.4	0.04	4.01	0.91	2.65	0.82	430.77	94.07	451.64	92.28	1821.73	164.32	1374.34	160.22	10808.7	11767.6	958.9	0	0
3028	6ddm_0	A	94	0	2	0	0	0	0	0	0	0	0	0	0	6	0.06	53	0.56	15	0.16	4.6	6.09	-1.65	23.07	3.61	2.37	0.91	5.54	1.81	94.19	32.31	100.81	41.42	559.45	130.82	1104.79	166.0	5102.7	5906.4	803.7	0	6
3029	6ddm_0	B	434	0	0	0	0	0	0	0	0	0	0	0	0	33	0.08	223	0.51	82	0.19	4.6	6.09	7.8	23.07	19.56	2.37	1.41	5.54	4.0	94.19	103.07	100.81	97.38	559.45	514.15	1104.79	1029.8	18552.2	19269.9	717.7	0	3
3030	6ddr_0	A	94	0	2	0	0	0	0	0	0	0	0	0	0	6	0.06	55	0.59	14	0.15	6.5	5.03	-1.61	6.94	-0.74	2.15	0.93	2.79	1.11	132.68	41.86	126.64	46.3	757.75	123.33	830.66	136.24	4684.3	5546.4	862.1	0	0
3031	6ddr_0	B	435	0	0	0	0	0	0	0	0	0	0	0	0	32	0.07	220	0.51	86	0.2	6.5	5.03	6.54	6.94	7.59	2.15	1.24	2.79	1.68	132.68	74.84	126.64	72.11	757.75	170.04	830.66	223.15	18306.4	19113.7	807.3	0	0
3032	6ddv_0	A	94	0	2	0	0	0	0	0	0	0	0	0	0	6	0.06	61	0.65	13	0.14	7.0	6.1	-1.63	6.1	-1.63	2.19	0.93	2.19	0.93	147.24	41.24	147.24	41.24	992.52	139.6	992.52	139.6	4946.4	5663.9	717.5	0	0
3033	6ddv_0	B	439	0	0	0	0	0	0	0	0	0	0	0	0	35	0.08	222	0.51	88	0.2	7.0	6.1	7.71	6.1	7.71	2.19	1.23	2.19	1.23	147.24	62.23	147.24	62.23	992.52	121.9	992.52	121.9	18382.0	19049.1	667.1	0	0
3034	6de7_0	A	129	0	0	0	0	4	0	0	0	0	0	0	0	79	0.61	2	0.02	25	0.19	5.5	7.74	-1.11	14.81	0.28	2.38	0.58	4.23	1.35	269.32	186.23	271.2	200.08	1087.98	255.26	1901.01	640.13	11845.1	12326.7	481.6	3	0
3035	6de7_0	B	442	0	0	0	0	0	0	0	0	0	0	0	0	15	0.03	194	0.44	108	0.24	5.5	7.74	8.7	14.81	14.33	2.38	1.86	4.23	2.89	269.32	70.7	271.2	64.06	1087.98	326.31	1901.01	454.07	20487.7	20991.6	503.9	0	43
3036	6de7_1	A	474	0	0	0	0	21	0	0	0	0	0	11	0	57	0.12	160	0.34	107	0.23	5.5	17.41	10.96	31.23	17.85	3.66	1.56	6.07	2.65	210.18	111.24	210.2	112.23	4845.8	172.23	7830.57	581.42	25037.0	25704.0	667.0	18	21
3037	6de7_1	B	440	0	0	0	0	0	0	0	1	0	0	0	0	28	0.06	212	0.48	90	0.2	5.5	17.41	6.56	31.22	13.35	3.66	2.34	6.07	3.3	210.18	92.86	210.2	110.46	4845.8	631.96	7830.57	807.82	20461.1	21135.3	674.2	0	6
3038	6dfg_0	A	469	0	0	0	0	21	0	0	0	0	0	0	0	52	0.11	145	0.31	101	0.22	7.4	12.53	8.04	11.22	7.06	3.08	2.0	2.46	1.54	120.12	79.89	122.81	84.13	1276.51	887.28	1343.62	941.72	25405.6	26222.0	816.4	15	34
3039	6dfg_0	B	235	0	0	0	0	0	0	0	0	0	0	0	0	7	0.03	118	0.5	57	0.24	7.4	12.53	4.42	11.22	4.12	3.08	0.91	2.46	0.78	120.12	62.39	122.81	61.73	1276.51	27.59	1343.62	30.52	11212.9	12078.2	865.3	0	0
3040	6dfh_0	A	455	0	0	0	0	9	0	0	0	0	0	0	0	60	0.13	163	0.36	96	0.21	7.4	9.75	10.23	8.54	9.18	2.66	1.66	2.22	1.2	138.9	252.9	149.83	261.65	832.67	1258.61	925.74	1157.73	25551.2	26331.6	780.4	13	15
3041	6dfh_0	B	234	0	0	0	0	0	0	0	0	0	0	0	0	6	0.03	106	0.45	58	0.25	7.4	9.75	-0.37	8.54	-0.51	2.66	0.93	2.22	0.9	138.9	96.01	149.83	95.21	832.67	219.62	925.74	209.58	10730.5	11418.4	687.9	0	0
3042	6dfi_0	A	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	46	0.45	24	0.24	7.0	3.12	-2.63	3.12	-2.63	2.19	0.96	2.19	0.96	214.62	19.5	214.62	19.5	2721.01	92.99	2721.01	92.99	5274.7	6012.7	738.0	0	0
3043	6dfi_0	B	435	0	0	0	0	0	0	0	0	0	0	0	0	27	0.06	226	0.52	93	0.21	7.0	3.12	5.65	3.12	5.65	2.19	1.21	2.19	1.21	214.62	64.75	214.62	64.75	2721.01	575.75	2721.01	575.75	18669.5	19420.4	750.9	0	0
3044	6dfj_0	A	99	0	0	0	0	0	0	0	0	0	0	0	0	3	0.03	45	0.45	19	0.19	6.3	4.12	-1.2	6.37	-0.73	1.52	0.5	2.26	0.57	162.87	29.8	165.6	27.49	1189.56	113.0	1938.0	110.85	5257.0	5981.3	724.3	0	0
3045	6dfj_0	B	433	0	0	0	0	0	0	0	0	0	0	0	0	28	0.06	225	0.52	90	0.21	6.3	4.12	5.36	6.37	7.14	1.52	1.07	2.26	1.61	162.87	63.24	165.6	71.7	1189.56	325.67	1938.0	540.17	18681.9	19394.1	712.2	0	0
3046	6did_2	A	602	0	0	0	0	25	0	0	0	0	0	0	0	149	0.25	170	0.28	123	0.2	7.4	10.65	9.82	9.33	8.82	2.71	2.08	2.2	1.58	664.41	331.89	653.26	330.63	1724.29	1768.05	1241.56	1730.77	31822.8	32627.2	804.4	19	29
3047	6did_2	B	430	0	0	0	0	0	0	0	0	0	0	0	0	26	0.06	227	0.53	77	0.18	7.4	10.65	0.83	9.33	0.48	2.71	0.66	2.2	0.61	664.41	228.07	653.26	230.31	1724.29	202.12	1241.56	182.6	17784.1	18537.3	753.2	0	0
3048	6djp_0	A	593	0	20	0	0	6	0	0	2	425	0	0	0	23	0.04	255	0.43	179	0.3	7.5	-11.68	-9.12	-12.76	-9.9	1.82	1.45	1.34	1.07	454.68	448.62	451.63	445.58	1421.68	1517.5	1173.65	1299.5	28962.6	29138.3	175.7	5	0
3049	6djp_0	B	224	0	0	0	0	0	0	0	0	0	0	0	0	3	0.01	86	0.38	53	0.24	7.5	-11.68	-2.54	-12.76	-2.9	1.82	0.39	1.34	0.3	454.68	47.5	451.63	48.14	1421.68	15.21	1173.65	12.87	12494.2	12662.4	168.2	0	0
3050	6djp_1	A	353	0	7	0	0	6	0	0	0	0	0	0	0	85	0.24	104	0.29	72	0.2	7.5	-3.95	-1.18	-6.1	-3.0	3.58	2.5	2.43	1.58	120.36	90.36	119.23	102.04	1669.7	1225.7	1136.99	932.61	19200.0	20079.7	879.7	5	0
3051	6djp_1	B	223	0	0	0	0	0	0	0	0	0	0	0	0	9	0.04	106	0.48	54	0.24	7.5	-3.95	-2.73	-6.1	-3.01	3.58	0.8	2.43	0.72	120.36	54.02	119.23	53.9	1669.7	125.76	1136.99	132.46	11297.5	12118.0	820.5	0	0
3052	6do1_3	A	307	0	7	0	0	2	0	0	5	0	0	190	0	230	0.75	13	0.04	32	0.1	8.0	4.62	11.16	3.15	9.77	1.18	0.91	1.44	1.09	113.57	239.2	109.94	238.6	91.29	256.12	91.56	303.06	15241.4	16459.6	1218.2	1	3
3053	6do1_3	B	126	0	0	0	0	0	0	0	0	0	0	0	0	6	0.05	68	0.54	26	0.21	8.0	4.62	-6.5	3.15	-6.67	1.18	0.28	1.44	0.41	113.57	90.42	109.94	91.04	91.29	49.56	91.56	59.73	5942.8	7189.0	1246.2	0	0
3054	6dzl_0	A	391	0	0	0	0	6	0	0	1	0	6	0	0	95	0.24	74	0.19	93	0.24	7.4	-3.66	-4.54	-4.96	-5.59	3.42	2.59	2.85	2.13	306.29	259.18	308.92	258.44	1201.83	1533.4	1045.45	1309.94	23853.6	24837.2	983.6	4	0
3055	6dzl_0	B	227	0	0	0	0	0	0	0	0	0	0	0	0	9	0.04	97	0.43	54	0.24	7.4	-3.66	0.91	-4.96	0.64	3.42	0.61	2.85	0.56	306.29	74.62	308.92	73.85	1201.83	16.81	1045.45	22.16	9876.4	10871.4	995.0	0	0
3056	6dzm_1	A	354	0	0	0	0	1	0	0	0	0	0	0	0	65	0.18	81	0.23	85	0.24	7.4	-3.2	-4.11	-4.65	-5.24	2.96	2.34	2.41	1.81	77.14	101.27	85.14	108.01	649.2	1228.21	596.02	1120.11	20502.4	21068.7	566.3	5	15
3057	6dzm_1	B	226	0	0	0	0	0	0	0	0	0	0	0	0	6	0.03	86	0.38	56	0.25	7.4	-3.2	0.93	-4.65	0.65	2.96	0.61	2.41	0.56	77.14	72.03	85.14	71.15	649.2	18.72	596.02	23.04	10068.7	10634.0	565.3	0	0
3058	6dzt_1	A	284	0	0	1	0	1	0	0	0	0	0	0	0	172	0.61	8	0.03	45	0.16	7.4	30.08	26.84	29.32	26.37	1.87	1.51	1.74	1.36	502.16	147.3	504.29	149.02	763.1	158.16	676.8	113.96	17145.3	17866.5	721.2	0	0
3059	6dzt_1	B	226	0	0	0	0	0	0	0	0	0	0	0	0	9	0.04	111	0.49	51	0.23	7.4	30.08	3.29	29.32	2.93	1.87	0.44	1.74	0.4	502.16	76.22	504.29	77.72	763.1	80.1	676.8	65.04	11250.8	12069.4	818.6	0	0
3060	6dzv_0	A	537	0	15	0	0	2	0	0	5	0	0	258	0	370	0.69	6	0.01	100	0.19	8.0	9.35	4.9	7.44	3.65	2.28	1.32	2.91	1.55	305.49	353.4	309.96	355.12	1725.21	868.96	1975.4	810.38	24633.2	25397.0	763.8	1	0
3061	6dzv_0	B	228	0	0	0	0	0	0	0	0	0	0	0	0	6	0.03	82	0.36	52	0.23	8.0	9.35	4.61	7.44	3.94	2.28	0.92	2.91	1.32	305.49	91.35	309.96	91.48	1725.21	209.21	1975.4	218.11	10771.9	11561.2	789.3	0	0
3062	6dzz_0	A	540	0	15	0	0	2	0	0	5	0	0	258	0	319	0.59	5	0.01	137	0.25	8.0	8.7	4.11	6.62	2.74	1.86	0.9	2.53	1.06	226.74	273.56	229.99	274.16	1572.24	828.0	1705.47	628.86	24901.3	25599.2	697.9	1	0
3063	6dzz_0	B	228	0	0	0	0	0	0	0	0	0	0	0	0	6	0.03	83	0.36	57	0.25	8.0	8.7	4.6	6.62	3.88	1.86	0.93	2.53	1.39	226.74	94.83	229.99	94.37	1572.24	213.02	1705.47	224.94	10870.7	11587.2	716.5	0	0
3064	6e0c_0	A	381	0	0	8	0	1	0	0	11	0	0	0	0	233	0.61	16	0.04	61	0.16	7.4	36.81	33.73	35.79	32.94	2.89	2.76	2.66	2.38	543.1	147.68	542.63	147.64	1027.12	432.41	819.96	367.37	20025.1	20792.6	767.5	0	0
3065	6e0c_0	B	229	0	0	0	0	0	0	0	0	0	0	0	0	3	0.01	120	0.52	58	0.25	7.4	36.81	3.31	35.79	2.94	2.89	0.45	2.66	0.4	543.1	76.95	542.63	78.61	1027.12	80.42	819.96	64.95	10989.2	11840.0	850.8	0	0
3066	6e0p_0	A	381	0	0	8	0	1	0	0	11	0	0	0	0	238	0.62	16	0.04	56	0.15	7.4	36.78	33.71	35.78	32.91	2.91	2.75	2.68	2.37	535.75	142.81	534.71	142.63	996.52	436.54	796.05	366.86	20036.3	20810.5	774.2	0	0
3067	6e0p_0	B	229	0	0	0	0	0	0	0	0	0	0	0	0	3	0.01	122	0.53	57	0.25	7.4	36.78	3.28	35.78	2.94	2.91	0.44	2.68	0.39	535.75	76.04	534.71	77.31	996.52	77.72	796.05	62.82	11303.2	12156.3	853.1	0	0
3068	6e1k_1	A	544	0	0	0	0	0	30	0	0	0	0	166	0	302	0.56	0	0.0	168	0.31	7.3	-9.33	-14.38	-9.81	-14.73	2.27	1.1	2.13	0.97	340.26	63.04	340.56	63.96	1539.44	82.99	1466.14	78.15	29800.3	30788.5	988.2	0	11
3069	6e1k_1	B	216	0	0	0	0	0	0	0	0	0	0	0	0	3	0.01	64	0.3	65	0.3	7.3	-9.33	5.09	-9.81	4.97	2.27	1.14	2.13	1.11	340.26	31.59	340.56	31.1	1539.44	49.48	1466.14	49.44	10163.1	11174.7	1011.6	0	27
3070	6e3h_0	A	497	0	0	0	0	7	0	0	0	0	0	0	0	122	0.25	156	0.31	96	0.19	7.0	0.41	-7.58	0.41	-7.58	4.15	2.73	4.15	2.73	565.34	613.41	565.34	613.41	4577.37	4588.95	4577.37	4588.95	24303.0	25073.6	770.6	6	0
3071	6e3h_0	B	450	0	0	0	0	0	0	0	0	0	0	0	0	22	0.05	222	0.49	101	0.22	7.0	0.41	7.67	0.41	7.67	4.15	1.23	4.15	1.23	565.34	42.61	565.34	42.61	4577.37	170.65	4577.37	170.65	19638.8	20493.2	854.4	0	5
3072	6e3y_0	A	544	0	8	0	0	0	0	0	33	295	0	0	0	113	0.21	186	0.34	136	0.25	7.4	4.22	0.33	2.85	-1.02	2.8	2.47	2.18	1.61	237.58	312.27	230.26	311.61	941.11	339.16	833.23	250.88	27217.7	28694.8	1477.1	0	20
3073	6e3y_0	B	126	0	0	0	0	0	0	0	0	0	0	0	0	9	0.07	55	0.44	28	0.22	7.4	4.22	3.95	2.85	3.9	2.8	0.57	2.18	0.59	237.58	30.15	230.26	30.19	941.11	24.97	833.23	25.95	5098.9	6663.8	1564.9	0	0
3074	6e4x_0	A	275	0	0	0	0	4	0	0	0	0	0	0	0	31	0.11	105	0.38	54	0.2	6.0	14.82	8.53	19.45	10.4	1.82	1.04	3.07	1.49	124.32	69.12	123.86	77.63	443.26	540.81	817.42	796.51	12889.7	13706.1	816.4	4	0
3075	6e4x_0	B	439	0	0	0	0	0	0	0	0	0	0	0	0	29	0.07	234	0.53	82	0.19	6.0	14.82	6.21	19.45	8.93	1.82	0.92	3.07	1.58	124.32	89.38	123.86	103.85	443.26	157.8	817.42	372.88	18637.7	19495.8	858.1	0	0
3076	6e62_1	A	137	0	0	0	0	2	0	1	0	0	0	0	0	8	0.06	70	0.51	25	0.18	5.5	-5.75	-10.96	4.18	-6.52	2.68	1.1	3.96	1.79	448.44	55.29	373.29	67.41	2913.64	137.51	3247.54	190.68	6692.6	7712.8	1020.2	1	0
3077	6e62_1	B	433	0	0	0	0	0	0	0	0	0	0	0	0	30	0.07	226	0.52	85	0.2	5.5	-5.75	5.15	4.18	10.71	2.68	1.46	3.96	2.3	448.44	110.2	373.29	111.7	2913.64	258.31	3247.54	591.34	19188.0	20122.0	934.0	0	3
3078	6e63_0	A	134	0	0	0	0	2	0	1	0	0	0	0	0	5	0.04	71	0.53	31	0.23	6.0	-3.87	-9.63	1.89	-6.98	2.67	1.38	3.76	1.7	325.6	50.67	275.48	60.8	3003.34	150.1	3559.7	156.18	6199.4	7083.9	884.5	0	6
3079	6e63_0	B	437	0	0	0	0	0	0	0	0	0	0	0	0	36	0.08	223	0.51	85	0.19	6.0	-3.87	5.85	1.89	8.9	2.67	1.4	3.76	2.14	325.6	77.68	275.48	63.58	3003.34	249.13	3559.7	252.86	19223.1	20051.1	828.0	0	6
3080	6ea5_0	A	366	0	0	0	0	1	0	0	0	0	0	0	0	90	0.25	86	0.23	78	0.21	8.0	2.6	-3.42	-0.99	-5.51	4.37	2.87	2.99	1.86	282.05	138.46	301.58	145.18	2709.98	948.72	1994.57	688.86	21782.7	22741.0	958.3	0	0
3081	6ea5_0	B	435	0	0	0	0	0	0	0	0	0	0	0	0	22	0.05	196	0.45	101	0.23	8.0	2.6	5.81	-0.99	4.3	4.37	1.34	2.99	1.22	282.05	85.32	301.58	89.11	2709.98	208.61	1994.57	176.82	20149.8	21101.9	952.1	0	6
3082	6ea7_0	A	369	0	0	0	0	3	0	0	2	0	6	0	0	86	0.23	88	0.24	84	0.23	7.5	3.57	-2.53	1.39	-3.77	4.21	2.63	3.16	2.09	219.09	142.54	229.61	150.29	2851.67	1011.84	2159.56	785.05	21500.3	22551.3	1051.0	3	0
3083	6ea7_0	B	435	0	0	0	0	0	0	0	0	0	0	0	0	24	0.06	201	0.46	99	0.23	7.5	3.57	5.85	1.39	5.01	4.21	1.36	3.16	1.1	219.09	90.81	229.61	93.29	2851.67	198.08	2159.56	137.45	19795.5	20790.9	995.4	0	7
3084	6eay_0	A	339	0	0	0	0	6	0	0	3	0	6	0	0	64	0.19	93	0.27	76	0.22	6.0	4.84	-1.39	11.57	2.33	3.18	1.86	4.51	2.48	181.44	105.2	150.52	67.23	2414.45	992.52	2901.33	653.66	18427.5	19524.8	1097.3	0	5
3085	6eay_0	B	420	0	0	0	0	0	0	0	0	0	0	0	0	15	0.04	195	0.46	89	0.21	6.0	4.84	6.07	11.57	9.16	3.18	1.54	4.51	1.77	181.44	78.79	150.52	80.19	2414.45	153.29	2901.33	300.57	20543.8	21706.0	1162.2	0	7
3086	6edu_5	A	532	0	0	0	0	14	0	0	0	0	0	0	0	114	0.21	119	0.22	111	0.21	8.0	5.58	1.84	2.1	-0.67	3.42	2.29	2.68	1.62	189.06	246.73	175.08	232.87	1222.12	686.51	783.34	539.92	32003.8	33162.7	1158.9	18	15
3087	6edu_5	B	238	0	0	0	0	0	0	0	0	0	0	0	0	3	0.01	104	0.44	58	0.24	8.0	5.58	3.77	2.1	2.78	3.42	1.14	2.68	0.94	189.06	67.77	175.08	61.67	1222.12	228.38	783.34	207.55	10092.0	11326.4	1234.4	0	0
3088	6ehg_0	A	1554	0	0	2	0	3	0	0	19	0	9	0	0	276	0.18	610	0.39	325	0.21	7.0	-21.89	-24.39	-21.89	-24.39	5.68	5.25	5.68	5.25	1109.55	1265.76	1109.55	1265.76	9829.97	9456.2	9829.97	9456.2	66543.8	67196.4	652.6	2	13
3089	6ehg_0	B	124	0	0	0	0	0	0	0	0	0	0	0	0	9	0.07	60	0.48	28	0.23	7.0	-21.89	2.57	-21.89	2.57	5.68	0.34	5.68	0.34	1109.55	58.93	1109.55	58.93	9829.97	8.93	9829.97	8.93	5844.1	6526.5	682.4	0	0
3090	6ejg_1	A	89	0	0	0	0	0	0	0	0	0	3	0	0	62	0.7	0	0.0	12	0.13	5.0	2.58	-2.93	9.81	-0.33	1.13	0.64	2.83	1.22	79.52	28.61	85.71	26.77	353.95	36.34	751.86	105.5	4731.0	5602.1	871.1	0	0
3091	6ejg_1	B	231	0	0	0	0	0	0	0	0	0	0	0	0	9	0.04	112	0.48	51	0.22	5.0	2.58	5.51	9.81	10.53	1.13	0.51	2.83	1.73	79.52	40.29	85.71	46.26	353.95	33.43	751.86	114.18	11171.5	12003.4	831.9	0	0
3092	6ek2_0	A	90	0	0	0	0	0	0	0	0	0	3	0	0	54	0.6	4	0.04	14	0.16	6.5	1.1	-2.04	1.9	-1.56	0.85	0.63	1.11	0.79	112.0	39.72	104.06	40.05	279.92	40.42	316.26	45.01	4959.3	5688.0	728.7	0	0
3093	6ek2_0	B	227	0	0	0	0	0	0	0	0	0	0	0	0	9	0.04	108	0.48	52	0.23	6.5	1.1	3.15	1.9	3.46	0.85	0.23	1.11	0.33	112.0	80.19	104.06	80.42	279.92	6.7	316.26	7.39	10844.2	11581.2	737.0	0	0
3094	6elu_3	A	193	0	0	0	0	0	0	0	0	0	0	0	0	151	0.78	0	0.0	14	0.07	8.5	1.26	3.53	-2.44	2.32	2.17	0.92	2.37	0.62	151.63	100.19	149.32	103.48	1976.51	250.84	1739.52	252.76	11628.2	12505.3	877.1	0	0
3095	6elu_3	B	439	0	0	0	0	0	0	0	0	0	0	0	0	28	0.06	229	0.52	88	0.2	8.5	1.26	-2.38	-2.44	-4.84	2.17	1.34	2.37	1.81	151.63	125.86	149.32	129.54	1976.51	940.22	1739.52	1182.74	18967.6	19824.4	856.8	0	0
3096	6eqc_1	A	921	0	0	0	0	0	0	0	0	0	1	0	0	151	0.16	278	0.3	237	0.26	7.4	-16.76	-21.02	-19.19	-23.29	3.6	3.15	2.49	2.17	857.31	1050.36	862.24	1053.42	2541.32	5533.6	1762.47	3396.35	51598.4	52182.4	584.0	0	0
3097	6eqc_1	B	233	0	0	0	0	0	0	0	0	0	0	0	0	9	0.04	113	0.48	52	0.22	7.4	-16.76	4.33	-19.19	4.03	3.6	0.37	2.49	0.32	857.31	109.44	862.24	110.01	2541.32	13.98	1762.47	15.2	12269.8	12740.9	471.1	0	0
3098	6eqi_0	A	465	1	4	7	0	0	0	0	0	0	3	0	0	152	0.33	80	0.17	106	0.23	6.6	4.41	0.77	6.0	1.98	2.74	2.4	3.31	2.65	167.74	186.41	172.44	193.29	1085.08	431.89	1375.95	502.66	19284.3	20439.1	1154.8	0	1
3099	6eqi_0	B	124	0	0	0	0	0	0	0	0	0	0	0	0	6	0.05	60	0.48	24	0.19	6.6	4.41	3.84	6.0	4.16	2.74	0.58	3.31	0.74	167.74	69.0	172.44	67.19	1085.08	96.51	1375.95	114.46	5390.3	6686.4	1296.1	0	0
3100	6erx_0	A	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	81	0.56	29	0.2	7.5	-0.51	-3.85	-1.36	-4.0	2.31	0.65	1.82	0.62	191.35	48.11	185.6	47.92	2587.42	69.58	2236.05	68.99	6941.8	7913.8	972.0	0	0
3101	6erx_0	B	433	0	0	0	0	0	0	0	0	0	0	0	0	24	0.06	208	0.48	97	0.22	7.5	-0.51	3.36	-1.36	2.62	2.31	1.67	1.82	1.25	191.35	69.0	185.6	70.09	2587.42	182.52	2236.05	123.79	19491.4	20439.1	947.7	0	3
3102	6eti_0	A	566	0	17	0	0	1	0	0	22	0	2	126	0	304	0.54	45	0.08	123	0.22	7.5	19.84	16.4	18.21	14.9	3.22	2.27	2.79	1.76	315.04	210.35	285.36	205.54	3097.25	337.83	2292.42	238.04	28953.3	29456.6	503.3	1	0
3103	6eti_0	B	225	0	0	0	0	0	0	0	0	0	0	0	0	3	0.01	102	0.45	55	0.24	7.5	19.84	3.48	18.21	3.37	3.22	0.83	2.79	0.93	315.04	61.23	285.36	60.93	3097.25	86.0	2292.42	89.74	9943.5	10476.2	532.7	0	0
3104	6ewb_1	A	310	0	0	0	0	0	0	0	0	0	0	0	0	16	0.05	109	0.35	91	0.29	7.0	-2.15	-5.01	-2.15	-5.01	4.42	1.92	4.42	1.92	205.29	49.17	205.29	49.17	4666.97	175.12	4666.97	175.12	13406.1	14287.9	881.8	0	0
3105	6ewb_1	B	427	0	0	0	0	0	0	0	0	0	0	0	0	29	0.07	223	0.52	83	0.19	7.0	-2.15	3.02	-2.15	3.02	4.42	2.48	4.42	2.48	205.29	62.38	205.29	62.38	4666.97	947.6	4666.97	947.6	19204.0	20033.6	829.6	0	5
3106	6f2g_0	A	430	0	0	0	0	0	0	0	0	0	0	270	0	325	0.76	1	0.0	65	0.15	7.0	12.75	8.86	12.75	8.86	2.06	0.73	2.06	0.73	263.74	213.26	263.74	213.26	1673.18	271.51	1673.18	271.51	16554.6	17692.0	1137.4	0	0
3107	6f2g_0	B	131	0	0	0	0	0	0	0	0	0	0	0	0	12	0.09	61	0.47	26	0.2	7.0	12.75	3.89	12.75	3.89	2.06	1.17	2.06	1.17	263.74	60.4	263.74	60.4	1673.18	123.98	1673.18	123.98	5825.4	6942.8	1117.4	0	0
3108	6f2w_0	A	433	0	0	0	0	0	0	0	0	0	0	270	0	325	0.75	1	0.0	67	0.15	7.0	12.82	8.84	12.82	8.84	1.42	0.69	1.42	0.69	269.88	203.54	269.88	203.54	898.3	226.5	898.3	226.5	16565.3	17636.8	1071.5	0	0
3109	6f2w_0	B	128	0	0	0	0	0	0	0	0	0	0	0	0	10	0.08	55	0.43	25	0.2	7.0	12.82	4.08	12.82	4.08	1.42	0.71	1.42	0.71	269.88	57.34	269.88	57.34	898.3	42.41	898.3	42.41	5436.3	6529.3	1093.0	0	0
3110	6f5g_0	A	231	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	116	0.5	49	0.21	7.0	3.52	4.01	3.52	4.01	2.4	1.88	2.4	1.88	138.15	48.56	138.15	48.56	868.18	180.78	868.18	180.78	11264.1	11571.4	307.3	1	0
3111	6f5g_0	B	127	0	0	0	0	0	0	0	0	0	0	0	0	12	0.09	58	0.46	26	0.2	7.0	3.52	-0.52	3.52	-0.52	2.4	0.31	2.4	0.31	138.15	40.14	138.15	40.14	868.18	55.23	868.18	55.23	6471.9	6792.3	320.4	0	0
3112	6fax_0	A	100	0	0	0	0	0	0	0	5	79	0	0	0	3	0.03	34	0.34	28	0.28	7.0	-3.11	-8.09	-3.11	-8.09	2.56	1.03	2.56	1.03	450.3	43.22	450.3	43.22	4284.59	217.27	4284.59	217.27	6368.3	7328.2	959.9	0	0
3113	6fax_0	B	434	0	0	0	0	0	0	0	0	0	0	0	0	29	0.07	223	0.51	85	0.2	7.0	-3.11	4.95	-3.11	4.95	2.56	1.46	2.56	1.46	450.3	76.84	450.3	76.84	4284.59	155.19	4284.59	155.19	18604.5	19559.9	955.4	0	7
3114	6fe4_0	A	72	0	0	0	0	0	0	0	0	0	0	0	0	11	0.15	31	0.43	14	0.19	5.6	-0.18	-2.64	0.83	-2.26	0.53	0.25	1.2	0.57	55.41	28.51	62.47	26.94	261.9	22.58	405.06	45.01	4043.5	4637.8	594.3	0	0
3115	6fe4_0	B	117	0	0	0	0	0	0	0	0	0	0	0	0	9	0.08	59	0.5	25	0.21	5.6	-0.18	2.51	0.83	3.17	0.53	0.29	1.2	0.66	55.41	30.03	62.47	22.94	261.9	13.12	405.06	69.01	5427.2	6053.2	626.0	0	0
3116	6feq_1	A	566	0	17	0	0	1	0	0	22	0	2	126	0	305	0.54	45	0.08	122	0.22	7.5	19.82	16.37	18.2	14.87	3.18	2.2	2.79	1.74	353.09	242.47	324.73	239.16	2854.63	346.14	2156.51	248.81	28463.9	28968.6	504.7	1	0
3117	6feq_1	B	225	0	0	0	0	0	0	0	0	0	0	0	0	3	0.01	99	0.44	59	0.26	7.5	19.82	3.48	18.2	3.37	3.18	0.84	2.79	0.92	353.09	61.72	324.73	61.41	2854.63	82.79	2156.51	86.83	9999.7	10555.4	555.7	0	0
